"rank","title","album","artist","albumYear","rankOneYearAgo","rankTwoYearsAgo","timestamp","albumArt"
"1969","Making a Fire","Medicine at Midnight","Foo Fighters","2021","1673","1315","2024-08-19 10:47:58","https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/ed/bd/f6/edbdf65c-e3db-17a8-b909-4f4cd708b653/886448658054.jpg/600x600bb.jpg"
"1970","Into The Fire","Asking Alexandria","Asking Alexandria","2017","DEBUT","-","2024-08-19 10:43:07","https://is1-ssl.mzstatic.com/image/thumb/Music112/v4/c0/21/7d/c0217df2-eaa6-3b8f-1c60-03bb7dcaab3c/22UM1IM05843.rgb.jpg/600x600bb.jpg"
"1971","Cross Your Fingers","Happiness Bastards","The Black Crowes","2024","DEBUT","-","2024-08-19 10:33:43","https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/57/aa/4f/57aa4fe6-e728-fe6d-9ef6-bf80ab213435/197190434323.jpg/600x600bb.jpg"
"1972","Plans","Birds of Tokyo","Birds Of Tokyo","2010","RE-ENTRY","-","2024-08-19 10:30:41","https://is1-ssl.mzstatic.com/image/thumb/Music4/v4/3f/8e/0e/3f8e0e2a-c269-b68e-f5d7-54956c7e9e0a/Birds-of-Tokyo-Self-titled-album-iTunes-digital-cover.jpg/600x600bb.jpg"
"1973","Degradation Rules","Patient Number 9","Ozzy Osbourne","2022","500","-","2024-08-19 10:26:44","https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/69/10/d2/6910d2b2-ef2e-881f-5a81-039eb350341e/196589214195.jpg/600x600bb.jpg"
"1974","Walking After You","The Colour and the Shape","Foo Fighters","1997","1756","1809","2024-08-19 10:20:56","https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/20/4d/4b/204d4b45-db70-37f8-ce00-23f396623836/dj.jixvlpyt.jpg/600x600bb.jpg"
"1975","Rain King","August and Everything After","Counting Crows","1994","RE-ENTRY","-","2024-08-19 10:16:53","https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/3b/dc/90/3bdc90a2-3697-0c5e-3265-65ccaa7dcbb3/14UMGIM00847.rgb.jpg/1000x1000bb.jpg"
"1976","Let Me Hear You Scream","Scream","Ozzy Osbourne","2010","1980","1703","2024-08-19 10:13:21","https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/83/85/17/838517cf-ab65-504a-eec8-1ef62d8612fe/886444828864.jpg/600x600bb.jpg"
"1977","Forever Tuesday Morning","Culprit and the King","The Mockers","1985","RE-ENTRY","-","2024-08-19 10:08:30","https://i.discogs.com/dcLhCr6Z12Ah2ffqfaa78Uin9magJ5WmREDT8OuVUE0/rs:fit/g:sm/q:40/h:300/w:300/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTk4NDQ5/OS0xMjc5MDA4NDgw/LmpwZWc.jpeg"
"1978","Underdog","West Ryder Pauper Lunatic Asylum","Kasabian","2009","RE-ENTRY","-","2024-08-19 10:04:07","https://is1-ssl.mzstatic.com/image/thumb/Music/26/01/ec/mzi.inbudaao.jpg/600x600bb.jpg"
"1979","Plowed","Rotting Pi?ata","Sponge","1994","RE-ENTRY","-","2024-08-19 10:00:51","https://images.genius.com/9f0bea81bfb25fbd6dad11acf8b8a221.1000x1000x1.jpg"
"1980","The One I Love","Document","R.E.M.","1987","1845","1936","2024-08-19 09:52:14","https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/e8/a9/b3/e8a9b351-578c-12b7-4cc4-791b90fac17b/00602537796731.rgb.jpg/600x600bb.jpg"
"1981","By The Sword","Slash","Slash ft Andrew Stockdale","2010","RE-ENTRY","1443","2024-08-19 09:48:34","https://i1.sndcdn.com/artworks-DHPGs62lP2qm-0-t500x500.jpg"
"1982","The Old Man Down The Road","Centerfield","John Fogerty","1984","1424","1847","2024-08-19 09:39:53","https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/82/e8/06/82e806fb-be3e-f644-61bf-f319011ef75b/4050538342192.jpg/600x600bb.jpg"
"1983","This Is War","This Is War","30 Seconds To Mars","2009","RE-ENTRY","-","2024-08-19 09:36:07","https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/fb/58/03/fb5803f7-071b-adc2-73d1-928a772234ac/00602547996091.rgb.jpg/600x600bb.jpg"
"1984","Cover Me","Born in the U.S.A.","Bruce Springsteen","1984","1246","1405","2024-08-19 09:32:07","https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/32/72/68/327268ba-b9dd-b322-2a16-bdd0212df48c/074643865326.jpg/600x600bb.jpg"
"1985","Desecration Smile","Stadium Arcadium","Red Hot Chili Peppers","2006","1392","1311","2024-08-19 09:27:53","https://is1-ssl.mzstatic.com/image/thumb/Music5/v4/5e/49/35/5e493511-d87b-5aa2-b379-30fffbae902b/093624932154.jpg/600x600bb.jpg"
"1986","Little Miss Can't Be Wrong","Pocket Full of Kryptonite","Spin Doctors","1992","RE-ENTRY","-","2024-08-19 09:24:28","https://is1-ssl.mzstatic.com/image/thumb/Music/a7/9c/43/mzi.woniuqrs.jpg/600x600bb.jpg"
"1987","Rocky Mountain Way","The Smoker You Drink, The Player you Get","Joe Walsh","1973","1964","1747","2024-08-19 09:18:59","https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/25/22/29/2522299d-2d43-5a63-d576-03461e86f049/00602567833659.rgb.jpg/600x600bb.jpg"
"1988","Heartbreaker","Led Zeppelin II","Led Zeppelin","1969","1886","780","2024-08-19 09:14:12","https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/1a/3d/bb/1a3dbb86-c1f8-737e-571f-d6b647a230be/dj.rhubuvkd.jpg/600x600bb.jpg"
"1989","Aqualung","Aqualung","Jethro Tull","1971","1817","1843","2024-08-19 09:07:15","https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/0a/a0/6f/0aa06f12-dcc9-1096-77cd-783af1bc393f/dj.kzxxwyvz.jpg/600x600bb.jpg"
"1990","Parklife","Parklife","Blur","1994","DEBUT","-","2024-08-19 09:03:29","https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/8a/71/66/8a71664b-3baa-537b-e008-b32d86da27bc/5099997227755.jpg/600x600bb.jpg"
"1991","Bitter","Killjoy","Shihad","1995","1941","1341","2024-08-19 08:52:15","https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/12/cd/ae/12cdaeb0-98c3-1b43-e66a-4d5cf43c51eb/825646137091.jpg/600x600bb.jpg"
"1992","Everything's Electric","C'mon You Know","Liam Gallagher","2022","1135","379","2024-08-19 08:47:29","https://is1-ssl.mzstatic.com/image/thumb/Music112/v4/fd/a1/0d/fda10daa-d62d-534b-6243-a4f7784d820e/190296224447.jpg/600x600bb.jpg"
"1993","Get A Haircut","Haircut","George Thorogood","1993","RE-ENTRY","1947","2024-08-19 08:43:26","https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/af/1a/dc/af1adcba-d7f8-50a3-b2cb-376d1dbb3c42/13ULAIM49281.rgb.jpg/600x600bb.jpg"
"1994","Roots Radical","...And Out Come the Wolves","Rancid","1995","1891","1309","2024-08-19 08:34:55","https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/cd/92/ed/cd92eddc-3c7e-f0e5-06db-ac7fd4a511db/0045778744176.png/600x600bb.jpg"
"1995","Why Go","Ten","Pearl Jam","1991","1638","1453","2024-08-19 08:31:19","https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/5e/91/c1/5e91c1ba-53cb-c5c8-15f1-d3c81f3b3592/dj.psrqglcw.jpg/600x600bb.jpg"
"1996","Lifestyles Of The Rich And Famous","The Young And The Hopeless","Good Charlotte","2002","1905","1944","2024-08-19 08:28:16","https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/dd/f7/4e/ddf74e20-fce1-3a3d-ba39-397d9a3716df/mzi.dmfngvpi.jpg/600x600bb.jpg"
"1997","Numb","Zooropa","U2","1993","DEBUT","-","2024-08-19 08:21:24","https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/9b/a8/6b/9ba86b28-e3f3-aa8d-bbd8-f443c1fc9fb0/17UMGIM98832.rgb.jpg/600x600bb.jpg"
"1998","Locked Out","Reality Bites","Crowded House","1994","RE-ENTRY","-","2024-08-19 08:14:45","https://images.genius.com/af1439a55a0e3b5f2714fdb73f75685c.600x526x1.jpg"
"1999","Nowhere To Run","Can We Please Have Fun","Kings Of Leon","2024","DEBUT","-","2024-08-19 08:09:52","https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/dc/2c/f6/dc2cf60b-6420-983d-1138-21f97c1ccd9d/24UMGIM12739.rgb.jpg/600x600bb.jpg"
"2000","That's The Way I Wanna Rock 'N' Roll","Blow Up Your Video","AC/DC","1988","RE-ENTRY","-","2024-08-19 08:05:54","https://is1-ssl.mzstatic.com/image/thumb/Features125/v4/07/3e/12/073e1254-041e-d5d3-3451-c5be6595efa9/dj.cbxnxrmm.jpg/600x600bb.jpg"
